load
24614
23463
22511
22039
21566
21399
21441
21737
22235
24016
25124
25485
25549
25811
25461
24307
23565
23544
25664
27161
27848
27430
26109
24266
22750
21636
21065
20971
21136
21729
24394
27742
29658
30718
31227
31468
31595
31442
30719
30128
29961
30386
32171
32893
32809
31323
28744
26218
24961
23607
22989
22683
22586
22970
25199
28658
30428
31552
31864
31981
32169
32074
30887
30069
29629
29915
31666
32144
31846
30735
28325
26240
24992
23666
22582
22029
21802
21692
22257
23042
24393
26474
27943
28316
28213
28348
27569
26257
25319
25233
26910
27977
28092
27812
26178
24318
22666
21412
20560
20042
19680
19773
20016
20419
20897
22699
24130
24802
24869
25251
25105
23940
23198
23229
25357
26937
27764
27599
26226
24460
22678
21478
20898
20852
20992
21578
24106
27911
29890
30868
31290
31427
31511
31584
30761
30255
29860
30152
32176
33261
33484
32378
29491
26752
25235
23787
23208
22998
22975
23308
25598
29156
30966
31929
32157
32258
32326
32206
31083
30599
30296
30739
32859
33981
34244
33009
30185
27577
25689
24346
23431
23123
22939
23497
25829
29567
31455
32500
32657
32748
32738
32894
32013
31336
31141
31593
33587
34433
34647
33501
30830
28026
26294
24795
23714
23460
23187
23635
25875
29249
31073
32129
32503
32589
32658
32694
31638
31012
30904
31346
33464
34527
34703
33772
31018
28226
26383
24890
23876
23478
23366
24065
26508
30458
32509
33527
33816
33705
33582
33296
32023
31352
30937
31332
33164
33808
33668
32772
30599
28298
26638
24952
23749
23031
22679
22647
23216
24375
25784
28253
29570
29707
29340
29266
28484
27179
26380
26335
28656
29674
30011
29974
28470
26575
24707
23009
21917
21190
20930
20869
21202
21551
21985
23977
25496
26029
25947
26199
25929
24917
24306
24510
27099
28549
29462
29501
28171
26117
23975
22684
21955
21483
21644
22438
25301
29408
31661
32816
33309
33216
33177
33085
32064
31548
31385
31920
34141
35018
35331
34144
31464
28710
26602
25060
24110
23686
23548
24193
26830
30960
33138
34080
34361
34177
34126
33790
32579
32114
31938
32605
34958
35996
36420
35090
32048
29016
26904
25256
24316
23837
23828
24419
27254
31462
33906
34865
35226
35227
34894
34701
33534
32930
32524
33082
35245
36172
36459
35031
32352
29378
27299
25617
24652
24167
24088
24691
27445
31666
33802
34801
35067
34864
34557
34208
33185
32713
32441
32937
35262
36086
36373
35071
32202
29235
27084
25420
24409
23940
23922
24540
27083
31730
33802
34695
34839
34551
34308
33934
32662
31982
31682
32136
34109
34685
34660
33663
31597
29138
27276
25496
24155
23505
23121
23136
23652
25069
26554
28994
30286
30218
29756
29537
28934
27804
27112
27591
29908
30713
31135
30638
29187
27275
25196
23440
22191
21552
21282
21208
21761
22145
22728
24762
26285
26833
26784
26978
26820
25829
25283
25560
28313
29744
30791
30705
29473
27163
24928
23288
22373
22093
22271
23033
26083
30742
33528
34545
35058
34774
34454
34045
32869
32280
32040
32741
35177
35905
36037
34957
32287
29248
27031
25320
24359
24006
23976
24577
27053
31484
33938
34920
35126
34822
34558
34104
32937
32499
32437
33079
35453
36298
36555
35461
32755
29547
27616
25968
24854
24399
24225
24942
27794
32116
34556
35278
35492
35248
34937
34707
33314
32764
32557
33396
35587
36267
36551
35399
32606
29562
27512
25683
24712
24281
24157
24744
27240
31188
33502
34287
34472
34383
34226
33878
32586
31978
32073
33109
35279
35938
35742
34876
32303
29435
27419
25687
24599
24157
24151
24584
27073
31279
33365
34050
34392
34292
34081
33778
32794
32213
31866
32480
34330
34325
34252
33321
31305
29086
27337
25517
24015
23330
22969
22903
23474
24714
26119
28689
30466
30662
30393
30294
29647
28479
27703
27890
29904
30515
30897
30662
29281
27238
25369
23458
22100
21507
21219
21233
21597
22298
22826
24896
26726
27318
27178
27390
27242
26109
25401
25911
28549
29853
30858
30858
29682
27308
25030
23422
22555
22200
22206
23111
26185
31037
33939
35183
35912
35683
35368
35066
34020
33552
33355
34096
36156
36676
36820
35864
33085
29934
27629
25872
24800
24285
24240
24907
27454
32114
34816
35929
36408
36367
35974
35688
34669
34115
34070
34884
36794
37174
37189
35991
33188
30043
27667
25794
24679
24364
24224
24988
27648
32435
34896
36018
36720
36729
36538
36279
35000
34479
34142
34879
36807
37310
37470
36024
33288
30171
27733
25881
24756
24326
24432
24986
27694
32322
35124
36141
36742
36362
35973
35668
34598
34273
34388
35237
37411
38098
38330
37040
34367
31147
